word,frequency,frequency %
inc,2013,5.280554025340364
ltd,1694,4.443744917499541
llc,1384,3.630544844049212
company,635,1.665748537551481
group,591,1.5503265916424018
retail,581,1.5240943312085202
limited,536,1.4060491592560531
co,517,1.3562078644316782
store,470,1.2329162403924345
shop,469,1.2302930143490465
boutique,424,1.1122478423965794
home,368,0.9653471839668424
supply,270,0.7082710317148029
design,252,0.661052962933816
srl,247,0.6479368327168752
center,238,0.6243277983263817
ab,225,0.5902258597623358
solutions,225,0.5902258597623358
market,214,0.561370373285066
bv,206,0.5403845649379607
international,202,0.5298916607644081
jewelers,199,0.5220219826342436
clothing,197,0.5167755305474673
gifts,196,0.5141523045040791
stores,194,0.5089058524173028
house,188,0.49316649615697383
products,182,0.47742713989664487
pty,180,0.47218068780986855
pvt,172,0.4511948794627633
jewelry,169,0.44332520133259884
pet,164,0.43020907111565804
services,162,0.4249626190288817
garden,162,0.4249626190288817
furniture,157,0.4118464888119409
fashion,155,0.4066000367251646
sales,152,0.3987303585950001
spa,151,0.39610713255161195
sports,146,0.3829910023346712
gmbh,145,0.38036777629128304
direct,141,0.3698748721177304
online,141,0.3698748721177304
trading,141,0.3698748721177304
world,139,0.3646284200309541
shopping,139,0.3646284200309541
gallery,133,0.3488890637706251
ltda,132,0.34626583772723696
sl,128,0.3357729335536843
city,126,0.330526481466908
supplies,118,0.3095406731198027
shoes,117,0.30691744707641455
fine,117,0.30691744707641455
designs,116,0.3042942210330264
enterprises,115,0.30167099498963823
baby,115,0.30167099498963823
flooring,114,0.2990477689462501
books,113,0.29642454290286196
gift,113,0.29642454290286196
green,113,0.29642454290286196
usa,108,0.28330841268592116
office,106,0.27806196059914484
new,106,0.27806196059914484
service,106,0.27806196059914484
flowers,106,0.27806196059914484
uk,104,0.2728155085123685
carpet,104,0.2728155085123685
centre,104,0.2728155085123685
lighting,104,0.2728155085123685
hardware,103,0.27019228246898036
bridal,103,0.27019228246898036
one,103,0.27019228246898036
florist,103,0.27019228246898036
equipment,102,0.2675690564255922
global,101,0.26494583038220404
music,101,0.26494583038220404
consulting,101,0.26494583038220404
apparel,99,0.2596993782954277
studio,99,0.2596993782954277
art,97,0.2544529262086514
london,95,0.24920647412187508
beauty,93,0.24396002203509876
grupo,93,0.24396002203509876
outlet,93,0.24396002203509876
,92,0.2413367959917106
food,91,0.23871356994832243
little,90,0.23609034390493427
toys,87,0.22822066577476982
interiors,87,0.22822066577476982
salon,83,0.21772776160121718
custom,82,0.21510453555782902
appliance,82,0.21510453555782902
corporation,81,0.21248130951444086
living,81,0.21248130951444086
factory,81,0.21248130951444086
business,81,0.21248130951444086
systems,80,0.2098580834710527
kids,79,0.20723485742766454
van,78,0.20461163138427638
australia,77,0.20198840534088822
plus,77,0.20198840534088822
big,76,0.19936517929750006
